Datetime,Close,High,Low,Open,Volume,pivot,pivot_1b,pivot_2b,pivot_type,pivot_type_1b,pivot_type_2b,pivot_kind,pivot_kind_1b,pivot_kind_2b
2007-02-22,4040.0,4132.95,4037.15,4100.0,24573400.0,,,,,,,,,
2007-02-23,3933.75,4068.8,3915.0,4059.0,39842152.0,52.224954275145635,4.304566954800027,76.32829389371679,high,low,low,0.0,1.0,0.0
2007-02-26,3953.95,3970.0,3851.0,3920.0,38242700.0,,,,,,,,,
2007-02-27,3886.65,3951.0,3863.55,3949.0,35821048.0,,,,,,,,,
2007-02-28,3726.0,3828.8,3700.05,3800.0,59806300.0,,,,,,,,,
2007-03-01,3791.55,3804.0,3690.0,3700.0,35751900.0,,,,,,,,,
2007-03-02,3690.3,3819.3,3670.0,3774.85,35157800.0,,,,,,,,,
2007-03-05,3548.75,3628.8,3515.0,3600.0,43365100.0,,,,,,,,,
2007-03-06,3638.1,3664.0,3548.2,3589.8,42148152.0,,,,,,,,,
2007-03-07,3599.45,3692.7,3521.1,3677.0,46051952.0,,,,,,,,,
2007-03-08,3754.15,3770.0,3616.1,3645.9,34781700.0,,,,,,,,,
2007-03-09,3698.65,3780.0,3658.3,3777.55,40183552.0,,,,,,,,,
2007-03-12,3727.2,3774.05,3695.0,3695.0,29176850.0,,,,,,,,,
2007-03-13,3758.85,3767.0,3695.3,3725.55,29491650.0,2.2774545885647832,52.224954275145635,4.304566954800027,low,high,low,0.0,0.0,1.0
2007-03-14,3599.55,3680.0,3586.15,3662.35,39593952.0,,,,,,,,,
2007-03-15,3618.8,3688.35,3607.0,3651.0,29495300.0,,,,,,,,,
