,Date,signal_nasdaq,signal_tlt,units_tlt,nasdaq_allocation,tlt_allocation,cash_allocation,Pvalue,Tlt_close,ISRG_close,ISRG_percent,ISRG_units,ISRG_current_balance,UAL_close,UAL_percent,UAL_units,UAL_current_balance,STX_close,STX_percent,STX_units,STX_current_balance,CTSH_close,CTSH_percent,CTSH_units,CTSH_current_balance,QRTEA_close,QRTEA_percent,QRTEA_units,QRTEA_current_balance,AAPL_close,AAPL_percent,AAPL_units,AAPL_current_balance,CERN_close,CERN_percent,CERN_units,CERN_current_balance,MRVL_close,MRVL_percent,MRVL_units,MRVL_current_balance,LBTYA_close,LBTYA_percent,LBTYA_units,LBTYA_current_balance,LULU_close,LULU_percent,LULU_units,LULU_current_balance,BKNG_close,BKNG_percent,BKNG_units,BKNG_current_balance,TTWO_close,TTWO_percent,TTWO_units,TTWO_current_balance,TXN_close,TXN_percent,TXN_units,TXN_current_balance,NFLX_close,NFLX_percent,NFLX_units,NFLX_current_balance,CMCSA_close,CMCSA_percent,CMCSA_units,CMCSA_current_balance,ORLY_close,ORLY_percent,ORLY_units,ORLY_current_balance,ROST_close,ROST_percent,ROST_units,ROST_current_balance,ULTA_close,ULTA_percent,ULTA_units,ULTA_current_balance,AMGN_close,AMGN_percent,AMGN_units,AMGN_current_balance,SBUX_close,SBUX_percent,SBUX_units,SBUX_current_balance,CSGP_close,CSGP_percent,CSGP_units,CSGP_current_balance,VRSK_close,VRSK_percent,VRSK_units,VRSK_current_balance,BIIB_close,BIIB_percent,BIIB_units,BIIB_current_balance,GOOGL_close,GOOGL_percent,GOOGL_units,GOOGL_current_balance,FISV_close,FISV_percent,FISV_units,FISV_current_balance,ILMN_close,ILMN_percent,ILMN_units,ILMN_current_balance,TSLA_close,TSLA_percent,TSLA_units,TSLA_current_balance,VTRS_close,VTRS_percent,VTRS_units,VTRS_current_balance,MTCH_close,MTCH_percent,MTCH_units,MTCH_current_balance,INCY_close,INCY_percent,INCY_units,INCY_current_balance,SGEN_close,SGEN_percent,SGEN_units,SGEN_current_balance,SWKS_close,SWKS_percent,SWKS_units,SWKS_current_balance,DLTR_close,DLTR_percent,DLTR_units,DLTR_current_balance,AVGO_close,AVGO_percent,AVGO_units,AVGO_current_balance,CTAS_close,CTAS_percent,CTAS_units,CTAS_current_balance,ADP_close,ADP_percent,ADP_units,ADP_current_balance,NVDA_close,NVDA_percent,NVDA_units,NVDA_current_balance,MNST_close,MNST_percent,MNST_units,MNST_current_balance,CSX_close,CSX_percent,CSX_units,CSX_current_balance,FB_close,FB_percent,FB_units,FB_current_balance,XRAY_close,XRAY_percent,XRAY_units,XRAY_current_balance,SNPS_close,SNPS_percent,SNPS_units,SNPS_current_balance,MELI_close,MELI_percent,MELI_units,MELI_current_balance,ADI_close,ADI_percent,ADI_units,ADI_current_balance,CDW_close,CDW_percent,CDW_units,CDW_current_balance,SIRI_close,SIRI_percent,SIRI_units,SIRI_current_balance,LRCX_close,LRCX_percent,LRCX_units,LRCX_current_balance,MU_close,MU_percent,MU_units,MU_current_balance,NTAP_close,NTAP_percent,NTAP_units,NTAP_current_balance,INTC_close,INTC_percent,INTC_units,INTC_current_balance,ASML_close,ASML_percent,ASML_units,ASML_current_balance,NXPI_close,NXPI_percent,NXPI_units,NXPI_current_balance,CDNS_close,CDNS_percent,CDNS_units,CDNS_current_balance,WDAY_close,WDAY_percent,WDAY_units,WDAY_current_balance,INTU_close,INTU_percent,INTU_units,INTU_current_balance,XEL_close,XEL_percent,XEL_units,XEL_current_balance,VRSN_close,VRSN_percent,VRSN_units,VRSN_current_balance,DXCM_close,DXCM_percent,DXCM_units,DXCM_current_balance,CHTR_close,CHTR_percent,CHTR_units,CHTR_current_balance,MSFT_close,MSFT_percent,MSFT_units,MSFT_current_balance,NLOK_close,NLOK_percent,NLOK_units,NLOK_current_balance,AMAT_close,AMAT_percent,AMAT_units,AMAT_current_balance,IDXX_close,IDXX_percent,IDXX_units,IDXX_current_balance,PYPL_close,PYPL_percent,PYPL_units,PYPL_current_balance,ALGN_close,ALGN_percent,ALGN_units,ALGN_current_balance,MAT_close,MAT_percent,MAT_units,MAT_current_balance,S_Return,Return,Market_Return,Strategy_Return,Portfolio Value
0,2010-03-31,1,0,0.0,39364.0,0.0,0.0,39364.0,89.5,38.68103374892757,0.125,127.20704498070506,4920.5,19.55,0.125,251.68797953964193,4920.5,18.26,0.12499999999999997,269.4687842278203,4920.499999999999,25.49,0.125,193.03648489603768,4920.5,5.028906778052559,0.125,978.4432715027301,4920.5,8.390348752500001,0.125,586.4476132215458,4920.5,21.265,0.125,231.3896073359981,4920.5,20.38,0.125,241.43768400392543,4920.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005294629663488832,-0.0052806378166261325,,39364.0
1,2010-04-01,1,0,0.0,39471.62471024975,0.0,0.0,39471.62471024975,88.94999694824219,38.8443667555944,0.12518555152969876,127.20704498070506,4941.277109125901,19.51,0.12440411350848965,251.68797953964193,4910.432480818415,18.11,0.12363513582704379,269.4687842278203,4880.079682365826,25.405,0.12424347704923261,193.03648489603768,4904.091898783838,5.12416366672893,0.12702044819775943,978.4432715027301,5013.70346178968,8.427491572500001,0.12521101815335042,586.4476132215458,4942.282318137317,21.4325,0.12564108509931668,231.3896073359981,4959.25775922878,20.38,0.12465917063510878,241.43768400392543,4920.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027303589590595393,0.0019248328631193768,-0.00336412540740072,0.0027340897838064038,39471.62471024975
2,2010-04-05,1,0,0.0,39949.56783528513,0.0,0.0,39949.56783528513,87.47000122070312,38.4221453778162,0.12234344049684938,127.20704498070506,4887.567575331054,19.35,0.1219077619105191,251.68797953964193,4870.1624040920715,18.48,0.12465173974001707,269.4687842278203,4979.7831325301195,25.99,0.12558379262407887,193.03648489603768,5017.018242448019,5.258837198995525,0.12879923744108032,978.4432715027301,5145.473873285435,8.5174914825,0.12503420740724816,586.4476132215458,4995.062550546971,21.5825,0.12500676405110692,231.3896073359981,4993.966200329179,20.96,0.12667305632910006,241.43768400392543,5060.533856722277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012035802518052448,0.011154642593747417,0.007815226490568206,0.014875719827383893,39949.56783528513
3,2010-04-06,1,0,0.0,40128.520726619725,0.0,0.0,40128.520726619725,87.61000061035156,38.144368155593696,0.12091729941369096,127.20704498070506,4852.232355729181,19.47,0.12211676067057498,251.68797953964193,4900.364961636828,19.06,0.12799063943503852,269.4687842278203,5136.075027382255,26.125,0.1256731640387531,193.03648489603768,5043.078167908984,5.2818302410898195,0.12878549139205478,978.4432715027301,5167.9712606139765,8.554991445,0.12502465137527163,586.4476132215458,5017.0543140509935,21.5125,0.12404566222929812,231.3896073359981,4977.7689278156595,20.85,0.12544633144531786,241.43768400392543,5033.975711481846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004469467052653039,0.002991995872181462,0.010835120991238956,0.019421825185949926,40128.520726619725
4,2010-04-07,1,0,0.0,39607.140437224545,0.0,0.0,39607.140437224545,88.7300033569336,37.04103702892593,0.11896543934896414,127.20704498070506,4711.880863470542,18.95,0.12041988287025233,251.68797953964193,4769.487212276214,18.85,0.12824673850779914,269.4687842278203,5079.486582694413,25.555,0.12454944530360354,193.03648489603768,4933.0473715182425,5.2818302410898195,0.13048079723919903,978.4432715027301,5167.9712606139765,8.592848550000001,0.12723098580945788,586.4476132215458,5039.255522921721,21.2225,0.12398435957454174,231.3896073359981,4910.66594168822,20.69,0.12612235134618227,241.43768400392543,4995.3456820412175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01307790548937046,-0.002321357385367816,0.008491332855184108,0.006176720791193802,39607.140437224545
5,2010-04-08,1,0,0.0,40061.28674159392,0.0,0.0,40061.28674159392,88.7699966430664,37.7888133111489,0.11999123507053702,127.20704498070506,4807.003274638784,20.23,0.1270964624508807,251.68797953964193,5091.647826086956,18.68,0.1256494061672121,269.4687842278203,5033.6768893756835,25.445,0.12260747863298045,193.03648489603768,4911.813358179679,5.344239926774341,0.1305259022601367,978.4432715027301,5229.035597648597,8.569277145000001,0.12544360247673975,586.4476132215458,5025.432128719192,21.53,0.12435492344712011,231.3896073359981,4981.8182459440395,20.63,0.12433098949439306,241.43768400392543,4980.8594210009815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011401034003999872,0.0023213573853679017,0.010835120991239178,0.017713818250023383,40061.28674159392
6,2010-04-09,1,0,0.0,40747.15291253803,0.0,0.0,40747.15291253803,88.9800033569336,38.95769986226118,0.12162061701244856,127.20704498070506,4955.693878723466,20.52,0.12674842218397733,251.68797953964193,5164.637340153452,19.16,0.1267087768533727,269.4687842278203,5163.021905805037,25.86,0.12250974957996397,193.03648489603768,4991.923499411534,5.354094087671895,0.12856548152749972,978.4432715027301,5238.677335075115,8.6389199325,0.1243344286188828,586.4476132215458,5066.2739752266625,22.0475,0.12520046194861018,231.3896073359981,5101.562367740418,20.98,0.12431206227524491,241.43768400392543,5065.362610402355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016975519987932498,0.007049909938014461,0.01798659656603596,0.03513750920988801,40747.15291253803
7,2010-04-12,1,1,0.0,41108.94538098853,0.0,0.0,41108.94538098853,89.44999694824219,39.35658795337269,0.12178457043043138,127.20704498070506,5006.435254071755,21.47,0.1314492714574759,251.68797953964193,5403.740920716112,19.08,0.12506923627976507,269.4687842278203,5141.464403066811,25.98,0.12199505073945205,193.03648489603768,5015.087877599059,5.3738024094670065,0.1279030819496473,978.4432715027301,5257.960809928151,8.6532056325,0.12344397898958784,586.4476132215458,5074.651789894862,22.065,0.12419709721451447,231.3896073359981,5105.611685868798,21.14,0.12415771293912599,241.43768400392543,5103.992639842983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008839776923448192,0.0015554280201785287,0.01957123351737544,0.04432845699086796,41108.94538098853
8,2010-04-13,1,1,0.0,41173.12083160195,0.0,0.0,41173.12083160195,89.73999786376953,40.82547390448527,0.1261329671016925,127.20704498070506,5193.287895326459,21.48,0.13130551416355105,251.68797953964193,5406.257800511508,18.38,0.12029295215109966,269.4687842278203,4952.8362541073375,26.835,0.12581349112135362,193.03648489603768,5180.134072185171,5.380371850065377,0.12785983983119747,978.4432715027301,5264.388634879165,8.657848485,0.12331770041014106,586.4476132215458,5077.374579662027,21.795,0.12248613634401205,231.3896073359981,5043.136491888079,20.94,0.12279139887695255,241.43768400392543,5055.705103042199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015598894529590755,0.0032981767273520656,0.02293951116578108,0.04595876515602937,41173.12083160195
9,2010-04-14,1,1,0.0,42517.62234352593,0.0,0.0,42517.62234352593,89.11000061035156,42.661025788931546,0.1276360889282408,127.20704498070506,5426.783026455634,22.36,0.13236260431113495,251.68797953964193,5627.743222506393,19.26,0.12206629858779217,269.4687842278203,5189.96878422782,26.965,0.12242520932062997,193.03648489603768,5205.228815221656,5.4920523402376755,0.12638669245493717,978.4432715027301,5373.661659046376,8.7703483725,0.12096983760328409,586.4476132215458,5143.349870174095,22.1,0.12027272552563636,231.3896073359981,5113.710322125558,22.52,0.12788054326834455,241.43768400392543,5437.176643768401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03213299692116903,0.015639542013083933,0.039063574455656225,0.08011437718539582,42517.62234352593
