,Date,signal_nifty,signal_gold,units_gold,nifty_allocation,gold_allocation,cash_allocation,Pvalue,Gold_close,BAJA_close,BAJA_percent,BAJA_units,BAJA_current_balance,TAMO_close,TAMO_percent,TAMO_units,TAMO_current_balance,ASPN_close,ASPN_percent,ASPN_units,ASPN_current_balance,YESB_close,YESB_percent,YESB_units,YESB_current_balance,REDY_close,REDY_percent,REDY_units,REDY_current_balance,WIPR_close,WIPR_percent,WIPR_units,WIPR_current_balance,HCLT_close,HCLT_percent,HCLT_units,HCLT_current_balance,TEML_close,TEML_percent,TEML_units,TEML_current_balance,ULTC_close,ULTC_percent,ULTC_units,ULTC_current_balance,INFY_close,INFY_percent,INFY_units,INFY_current_balance,TCS_close,TCS_percent,TCS_units,TCS_current_balance,NEST_close,NEST_percent,NEST_units,NEST_current_balance,SUN_close,SUN_percent,SUN_units,SUN_current_balance,ICBK_close,ICBK_percent,ICBK_units,ICBK_current_balance,ITC_close,ITC_percent,ITC_units,ITC_current_balance,BJFS_close,BJFS_percent,BJFS_units,BJFS_current_balance,HDBK_close,HDBK_percent,HDBK_units,HDBK_current_balance,CIPL_close,CIPL_percent,CIPL_units,CIPL_current_balance,LART_close,LART_percent,LART_units,LART_current_balance,SBI_close,SBI_percent,SBI_units,SBI_current_balance,TAMdv_close,TAMdv_percent,TAMdv_units,TAMdv_current_balance,TISC_close,TISC_percent,TISC_units,TISC_current_balance,COAL_close,COAL_percent,COAL_units,COAL_current_balance,HDFC_close,HDFC_percent,HDFC_units,HDFC_current_balance,NTPC_close,NTPC_percent,NTPC_units,NTPC_current_balance,S_Return,Return,Market_Return,Strategy_Return,Portfolio Value
0,2012-02-29,0,1,144062.55016093663,0.0,3965373.571173308,3966317.707737873,7931691.278911181,27.525360107421875,1801.6,0.10000000000000002,0.0,0.0,268.07440765,0.10000000000000002,0.0,0.0,316.50332430000003,0.10000000000000002,0.0,0.0,69.09,0.10000000000000002,0.0,0.0,1642.7,0.10000000000000002,0.0,0.0,142.47883479375002,0.10000000000000002,0.0,0.0,118.99952210934562,0.10000000000000002,0.0,0.0,284.5107693789612,0.10000000000000002,0.0,0.0,1406.4,0.10000000000000002,0.0,0.0,355.6490060578876,0.10000000000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012152334440179912,0.0012159721393785183,,7931691.278911181
1,2012-03-01,0,1,144062.55016093663,0.0,3832546.39854062,3966789.888417365,7799336.286957985,26.603349685668945,1774.2,0.0991549086867678,0.0,0.0,264.3642064,0.09929269892624823,0.0,0.0,314.41696090000005,0.10002250037399772,0.0,0.0,68.0,0.09909773703984526,0.0,0.0,1667.7,0.10221854358211076,0.0,0.0,140.00724635625002,0.09893960597478295,0.0,0.0,118.275635955675,0.10007373101847863,0.0,0.0,282.6156102157375,0.10001553293744075,0.0,0.0,1416.85,0.10143434612573266,0.0,0.0,352.3434542493418,0.0997503953345953,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01682765027638708,-0.009548741286653629,-0.008298880422209609,-0.01668685622007282,7799336.286957985
2,2012-03-02,0,1,144062.55016093663,0.0,3833044.8449402936,3900596.6358941062,7733641.4808344,26.606809616088867,1749.95,0.0974077372684321,0.0,0.0,264.80943055,0.09906135872612809,0.0,0.0,315.32537750000006,0.09990951174010185,0.0,0.0,70.09,0.10173421899723084,0.0,0.0,1677.15,0.10238582580450292,0.0,0.0,141.374858625,0.09950571323405329,0.0,0.0,118.18975115778187,0.09960033268505196,0.0,0.0,283.27891592286574,0.09984854249392251,0.0,0.0,1424.55,0.1015769170415035,0.0,0.0,350.99286498428296,0.09896984200907298,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008458802789504904,0.0029999409734354446,-0.0053193686550163655,-0.02496942847528072,7733641.4808344
3,2012-03-05,0,1,144062.55016093663,0.0,3829302.100502614,3867741.412022061,7697043.512524676,26.580829620361328,1701.9,0.09501188241811222,0.0,0.0,271.24044605,0.10176568315502771,0.0,0.0,322.9071622,0.10261282863421996,0.0,0.0,67.94,0.09890371558575345,0.0,0.0,1674.5,0.10252485228393629,0.0,0.0,142.14928966875001,0.10034519853624714,0.0,0.0,117.99344304831189,0.09972749588236796,0.0,0.0,287.61409250874,0.10167488952872045,0.0,0.0,1390.25,0.09942287181594393,0.0,0.0,346.571072732926,0.09801058215967084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047435401539488355,-0.015653703869906742,-0.02076857061753523,-0.029583572801224367,7697043.512524676
4,2012-03-06,0,1,144062.55016093663,0.0,3818354.9645803506,3849438.0709662093,7667793.03554656,26.504840850830078,1703.95,0.09521130719865868,0.0,0.0,264.166329,0.09920011146578832,0.0,0.0,315.4950817,0.10034699500538177,0.0,0.0,68.47000000000001,0.09976430681293097,0.0,0.0,1689.25,0.10352034831243231,0.0,0.0,142.39644851250003,0.10060946905995649,0.0,0.0,118.1284048735725,0.09993075679122783,0.0,0.0,286.0742756886208,0.10122088988115084,0.0,0.0,1405.6,0.10061041604203882,0.0,0.0,351.8254200106891,0.09958539943043387,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0038074615662887002,-0.010978753411300687,-0.03146051152783225,-0.03327137102099198,7667793.03554656
5,2012-03-07,0,1,144062.55016093663,0.0,3852082.804588236,3834809.3502775114,7686892.154865747,26.73896026611328,1733.2,0.09624511961617689,0.0,0.0,265.10624665,0.0989356964810886,0.0,0.0,308.6370355,0.09755694062012327,0.0,0.0,67.56,0.09782792853478516,0.0,0.0,1692.75,0.10309152753561783,0.0,0.0,144.98337774375,0.10180199013251107,0.0,0.0,121.44110422087876,0.10209604049820147,0.0,0.0,287.75622944598183,0.10118460333312446,0.0,0.0,1422.7,0.10120288267734603,0.0,0.0,355.69834265204497,0.10005727057102529,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002487726571058274,-0.0016183275847006832,-0.03302665808799932,-0.03086342060441849,7686892.154865747
6,2012-03-09,0,1,144062.55016093663,0.0,3848671.441825312,3844361.1836417858,7693032.625467097,26.715280532836914,1752.85,0.09487330420633809,0.0,0.0,277.67146155,0.1010028288876669,0.0,0.0,316.59815900000007,0.0975411239847498,0.0,0.0,73.25,0.10338322669422156,0.0,0.0,1702.25,0.10104683898596221,0.0,0.0,142.429403025,0.09747807535156308,0.0,0.0,124.38572586292875,0.10192552897124345,0.0,0.0,303.6755664170611,0.10408036021063448,0.0,0.0,1472.7,0.10210877724982002,0.0,0.0,352.17694324406057,0.0965599354578004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007985046761049465,0.020649132382576183,-0.012851918959130626,-0.030089251466283162,7693032.625467097
7,2012-03-12,0,1,144062.55016093663,0.0,3856008.550846303,3847432.1499508657,7703440.700797169,26.766210556030273,1787.75,0.09665112996410855,0.0,0.0,281.1837854,0.10216295367515657,0.0,0.0,315.4751165,0.0970834845569942,0.0,0.0,72.92,0.10279926027351477,0.0,0.0,1697.25,0.10063431214744586,0.0,0.0,144.25837846875,0.09861641570802382,0.0,0.0,124.39799511977063,0.10181849796114932,0.0,0.0,300.40641686050014,0.10284164562446357,0.0,0.0,1476.05,0.10222349696071607,0.0,0.0,347.5023009476469,0.09516880312842706,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013520079170012095,0.0048120638675290045,-0.008090251811648796,-0.0287770375935944,7703440.700797169
8,2012-03-13,0,1,144062.55016093663,0.0,3824857.8490867834,3852637.4266724885,7677495.275759272,26.54998016357422,1782.95,0.0960045703379512,0.0,0.0,279.99652100000003,0.1013230833786016,0.0,0.0,318.11052290000003,0.09750140566346167,0.0,0.0,73.71000000000001,0.10349570702463477,0.0,0.0,1695.65,0.10013573140351402,0.0,0.0,142.01747161875,0.0966946707535583,0.0,0.0,123.94403261662127,0.10103957762479145,0.0,0.0,305.28645170580126,0.10409261964609455,0.0,0.0,1500.5,0.10349950179007242,0.0,0.0,352.7319799283313,0.09621313237732006,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0033737153170100447,0.01276520109488746,0.004652836594559728,-0.032048146380553866,7677495.275759272
9,2012-03-14,0,1,144062.55016093663,0.0,3755576.8220847775,3839661.625412464,7595238.447497241,26.06907081604004,1764.85,0.09456404242471021,0.0,0.0,286.92223,0.10332024934744427,0.0,0.0,319.8624692,0.09755771342268253,0.0,0.0,77.30000000000001,0.10800426463440187,0.0,0.0,1679.0,0.09866634535740897,0.0,0.0,140.40270050625,0.0951265419215114,0.0,0.0,123.87041707557,0.10048447912395041,0.0,0.0,301.73302827475675,0.10237660995679142,0.0,0.0,1508.2,0.10352057647265872,0.0,0.0,355.0816352250775,0.09637917733844033,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01077182711641267,0.0059151028794852695,0.010613071805142926,-0.042418800679812296,7595238.447497241
